student_id,name,gpa,math_grade,science_grade,interest_stem,interest_arts,gender,socioeconomic_status
873,Milena Filmer,3.12,91,89,Yes,No,Female,low income
874,Chancey Bahia,2.11,75,85,Yes,No,Male,middle income
875,Renee Sheal,3.24,80,90,Yes,Yes,Female,high income
876,Saunderson Reichartz,0.9,81,81,No,No,Male,low income
877,Bartolemo Woolpert,3.94,99,80,No,No,Male,low income
878,Karlis Calafate,1.75,77,79,No,Yes,Male,low income
879,Cyndia Dooman,0.29,81,92,No,Yes,Female,middle income
880,Janet Peattie,0.32,94,99,Yes,No,Female,high income
881,Tuesday Annatt,2.84,76,93,No,Yes,Female,high income
882,Alisun Brimham,2.21,77,89,Yes,No,Female,middle income
883,Trudy Haines,1.93,84,86,No,Yes,Female,high income
884,Dionne Sodory,0.78,94,98,No,No,Female,middle income
885,Eugenia Partkya,2.28,82,100,No,No,Bigender,middle income
886,Dunc Celez,0.69,79,100,Yes,No,Male,low income
887,Corrie Cawt,1.08,88,100,No,No,Male,high income
888,Romona Franchioni,1.79,81,85,No,No,Female,high income
889,Mead Gabbetis,2.9,96,98,Yes,Yes,Male,middle income
890,Elayne Fiorentino,1.89,86,98,Yes,No,Female,middle income
891,Mair McDuffy,0.97,87,81,No,Yes,Female,low income
892,Almira Irlam,3.5,95,98,No,Yes,Female,high income
893,Sadella Martinson,3.71,77,86,No,Yes,Female,low income
894,Stefanie Boykett,2.32,94,82,Yes,Yes,Female,high income
895,Tabby Tesimon,2.52,81,87,Yes,No,Female,high income
896,Dominique Schops,2.28,97,83,Yes,Yes,Male,high income
897,Nona Bold,3.31,89,75,Yes,No,Female,low income
898,Desirae Heinsen,1.38,89,94,Yes,No,Female,middle income
899,Stacie Schooley,2.07,94,88,Yes,Yes,Female,high income
900,Clarice Gullen,3.76,93,95,Yes,No,Female,middle income
901,Lucienne MacGilfoyle,3.6,89,98,No,Yes,Female,high income
902,Margalit Hatwells,1.07,81,88,Yes,No,Female,high income
903,Dorie Petticrew,2.52,78,75,Yes,No,Male,high income
904,Ernest Allitt,2.13,89,97,Yes,Yes,Male,middle income
905,Ronica Cayle,2.76,76,90,Yes,No,Female,low income
906,Welsh Moreman,2.5,88,83,Yes,Yes,Male,middle income
907,Yvette Bassam,1.15,88,100,No,Yes,Female,low income
908,Ranee Gonning,3.94,76,93,Yes,Yes,Female,middle income
909,Christina Lill,1.31,95,92,Yes,Yes,Female,high income
910,Vic Jerrolt,2.5,87,97,Yes,No,Genderfluid,middle income
911,Emelina Skip,3.19,81,96,Yes,Yes,Female,low income
912,Kelcie Davies,2.93,90,88,Yes,Yes,Genderfluid,middle income
913,Cassondra Mortlock,2.72,79,76,Yes,No,Female,low income
914,Ashely Garden,2.61,81,86,Yes,No,Female,high income
915,Inger Leipold,0.72,90,92,Yes,No,Male,middle income
916,Nedda Paylie,0.91,100,76,Yes,No,Female,high income
917,Jameson Riggoll,2.41,78,95,Yes,No,Male,low income
918,Tarrance Lathleiff,3.1,99,88,Yes,Yes,Male,low income
919,Corney Couvert,2.82,87,84,Yes,No,Male,low income
920,Kristos Heliar,3.39,82,88,No,Yes,Male,high income
921,Vivie Stienham,0.44,75,85,Yes,Yes,Polygender,high income
922,Andromache Beeby,1.71,84,79,Yes,No,Female,high income
923,Clarinda O'Hagan,1.8,80,94,Yes,No,Female,high income
924,Cele Perrie,2.26,87,93,No,Yes,Female,high income
925,Martynne Romanet,3.81,88,75,Yes,Yes,Female,low income
926,Curry O'Bradain,3.15,83,81,No,No,Male,low income
927,Giusto Fogg,2.0,78,97,No,Yes,Male,high income
928,Percival Dragge,3.23,95,94,Yes,Yes,Male,low income
929,Giulio Brigshaw,1.6,83,78,No,Yes,Male,low income
930,Nert Hanigan,3.5,93,84,No,No,Female,high income
931,Kerwin Goldstein,2.74,98,98,No,No,Male,middle income
932,Latisha Attenborough,1.59,98,100,No,Yes,Bigender,high income
933,Raphaela Manon,0.96,96,94,No,Yes,Female,middle income
934,Filberte Easman,3.58,99,86,No,No,Male,middle income
935,Trefor Wathan,3.91,96,98,No,Yes,Male,high income
936,Samuel Pharaoh,3.45,99,87,Yes,Yes,Bigender,low income
937,Vin Robard,1.79,93,86,No,Yes,Male,high income
938,Gwenneth Nockles,1.7,76,90,Yes,No,Female,high income
939,Ora Renad,1.73,98,79,No,Yes,Female,low income
940,Vina Mattei,2.4,96,80,No,Yes,Female,high income
941,Arnie Brumfield,2.72,97,81,No,No,Male,middle income
942,Pinchas Fullegar,2.98,83,86,Yes,No,Male,middle income
943,Lona Larmour,0.5,86,86,No,No,Female,high income
944,Wilhelm Cassin,1.4,87,93,No,Yes,Male,middle income
945,Cordie Silwood,2.28,80,94,Yes,No,Female,high income
946,Domeniga Antliff,0.84,87,78,No,Yes,Female,middle income
947,Wildon Chidler,3.92,88,78,Yes,No,Male,middle income
948,Chris Leahair,1.46,75,91,No,Yes,Non-binary,middle income
949,Nickolas Probat,2.82,82,89,No,No,Male,middle income
950,Melvin Houndson,0.43,81,97,Yes,Yes,Male,high income
951,Gerardo Lauritzen,2.83,82,98,No,Yes,Male,middle income
952,Christy Cuer,2.06,83,78,Yes,No,Male,low income
953,Justino Bartlam,3.09,82,100,Yes,No,Male,high income
954,Lorri Langstaff,1.76,87,96,No,No,Female,middle income
955,Rebe Guswell,2.26,91,99,Yes,No,Female,middle income
956,Garvin Keepe,2.99,81,79,Yes,No,Male,low income
957,Kerr Slowcock,3.33,84,88,No,No,Male,low income
958,Karyn Yantsurev,2.91,76,85,No,Yes,Female,high income
959,Glenn Stainfield,1.06,80,85,No,No,Female,low income
960,Sigvard Hrus,1.77,90,94,Yes,No,Male,high income
961,Abba Rubinow,3.12,86,91,Yes,Yes,Agender,middle income
962,Freedman Baly,2.47,93,75,Yes,Yes,Polygender,middle income
963,Dennie Embleton,3.24,98,91,No,No,Male,middle income
964,Marchelle Moxstead,3.53,79,85,No,Yes,Female,high income
965,Lynsey Ingham,2.91,79,81,Yes,No,Female,low income
966,Corliss Askaw,3.91,96,92,Yes,No,Female,high income
967,Nessie Yellowlea,0.12,75,80,Yes,No,Female,high income
968,Cord Undy,3.54,82,85,Yes,No,Male,low income
969,Tamara Samwell,3.19,80,99,Yes,No,Female,low income
970,Elianora Augur,1.24,85,75,No,Yes,Female,high income
971,Jerrine Gaitung,1.45,78,87,Yes,No,Female,middle income
972,King Verdun,3.68,83,87,No,No,Male,middle income
973,Godart Hartness,0.8,88,94,No,No,Male,low income
974,Brook Cane,3.33,96,96,Yes,No,Male,low income
975,Brice Standley,3.05,85,84,Yes,No,Male,middle income
976,Dareen Hiddsley,0.6,100,84,Yes,Yes,Female,high income
977,Benito Simco,2.26,91,87,Yes,Yes,Male,low income
978,Chev Pieters,3.76,84,93,No,Yes,Male,low income
979,Jarrod Farloe,1.53,95,96,Yes,No,Male,high income
980,Mace Gheorghescu,3.13,99,84,Yes,Yes,Male,middle income
981,Emanuele Bendix,3.9,91,90,No,Yes,Male,low income
982,Haley Lydiatt,1.65,84,81,No,No,Male,high income
983,Kennie Hammell,1.91,90,75,No,Yes,Male,high income
984,Norbert Studman,2.1,78,82,Yes,No,Male,middle income
985,Paxon Frizell,0.09,84,78,Yes,No,Male,high income
986,Ailbert Spire,1.64,81,93,Yes,Yes,Non-binary,low income
987,Dianna Turnock,2.31,85,82,Yes,No,Female,low income
988,Sarge Hallaways,1.07,79,91,No,No,Male,low income
989,Meredeth Scriven,3.55,93,87,Yes,Yes,Agender,middle income
990,Malva Grimstead,1.3,76,80,No,Yes,Genderfluid,middle income
991,Felizio Snazle,2.89,79,95,Yes,Yes,Male,low income
992,Harmonia Nyssen,3.15,82,75,Yes,No,Female,middle income
993,Zaneta Boyat,1.76,81,97,No,Yes,Female,low income
994,Ives Biggans,1.92,89,82,Yes,Yes,Male,middle income
995,Charmain Wankel,2.64,76,77,Yes,Yes,Female,low income
996,Nancie Boakes,2.99,75,77,No,Yes,Female,low income
997,Theadora Cornill,3.47,97,97,No,No,Female,middle income
998,Chelsey Cowope,3.16,87,90,Yes,No,Female,middle income
999,Robbyn Reitenbach,0.54,98,90,Yes,No,Female,high income
1000,Selestina Zappel,3.08,83,89,Yes,No,Female,middle income
